1 Q0 34852269115580416	1 0.9518675 myRun
11 Q0 30325732425076737	297 0.5963242 myRun
11 Q0 30944272614162432	298 0.5962927 myRun
11 Q0 32145869402804227	299 0.5962502 myRun
11 Q0 31347679309078528	300 0.59593904 myRun
11 Q0 31283083080638465	301 0.5954485 myRun
11 Q0 31269674448592896	302 0.59507585 myRun
11 Q0 31268819217424384	303 0.59507585 myRun
11 Q0 32306602186899457	304 0.5949209 myRun
11 Q0 29178379500527616	305 0.59479594 myRun
11 Q0 31316093758865408	306 0.59442234 myRun
11 Q0 31071191917662208	307 0.5943583 myRun
11 Q0 34184119328063488	308 0.59420085 myRun
11 Q0 29294908154060800	309 0.59383416 myRun
11 Q0 33633450548264960	310 0.59375954 myRun
11 Q0 35108559893037056	311 0.59375954 myRun
11 Q0 35055303871430656	312 0.59375954 myRun
11 Q0 31129656828628992	313 0.5937493 myRun
11 Q0 30488064803471360	314 0.5933714 myRun
11 Q0 31234362380914689	315 0.5929369 myRun
11 Q0 31075146924036096	316 0.592317 myRun
11 Q0 34781995296886784	317 0.5920689 myRun
11 Q0 29396806081183744	318 0.5920689 myRun
11 Q0 34936355322601472	319 0.5920534 myRun
11 Q0 30451817603141633	320 0.5920534 myRun
11 Q0 32900559157600256	321 0.59168184 myRun
11 Q0 31115825704341504	322 0.591612 myRun
11 Q0 30646303809605632	323 0.59146005 myRun
11 Q0 30295306801254400	324 0.5911795 myRun
11 Q0 29046599007084545	325 0.5909264 myRun
11 Q0 31768500456394753	326 0.59086806 myRun
11 Q0 35069290097020928	327 0.59019756 myRun
11 Q0 31332691857113089	328 0.590011 myRun
11 Q0 29871791623118848	329 0.58998203 myRun
11 Q0 34462866182639616	330 0.5899254 myRun
11 Q0 29398523493482497	331 0.5897 myRun
11 Q0 34161872223604736	332 0.5890937 myRun
11 Q0 34183318433964032	333 0.5890047 myRun
11 Q0 32871308886810624	334 0.58884144 myRun
11 Q0 33205141876244480	335 0.5881534 myRun
11 Q0 34330322573328384	336 0.58779657 myRun
11 Q0 30238013330030592	337 0.58772975 myRun
11 Q0 30328175846236160	338 0.58771014 myRun
11 Q0 33301827101396992	339 0.5868646 myRun
11 Q0 34184962794061824	340 0.5864406 myRun
11 Q0 32331185988308992	341 0.5863136 myRun
11 Q0 34887281231794176	342 0.58610225 myRun
11 Q0 31000379613257728	343 0.5858062 myRun
11 Q0 32946484697628673	344 0.5857586 myRun
11 Q0 32475509115850752	345 0.58575857 myRun
11 Q0 32114011503853568	346 0.58568394 myRun
11 Q0 31493510825779200	347 0.5856598 myRun
11 Q0 34989956136964096	348 0.58536434 myRun
11 Q0 31162866937626624	349 0.58515346 myRun
11 Q0 33380683833409536	350 0.58484757 myRun
11 Q0 30750617039273985	351 0.5846808 myRun
11 Q0 30637812046897152	352 0.58424276 myRun
11 Q0 30105415190585344	353 0.58394456 myRun
11 Q0 34931004799975424	354 0.58388543 myRun
11 Q0 29915387759951873	355 0.58387315 myRun
11 Q0 30423507347181568	356 0.58370197 myRun
11 Q0 31077260689674240	357 0.58328694 myRun
11 Q0 31710781590474752	358 0.5831991 myRun
11 Q0 31606399251251200	359 0.5831991 myRun
11 Q0 31563496596443136	360 0.5831991 myRun
11 Q0 33520793510092800	361 0.5831245 myRun
11 Q0 34175164824428544	362 0.5830871 myRun
11 Q0 34770793162342400	363 0.58303344 myRun
11 Q0 33299693991624704	364 0.5830015 myRun
11 Q0 30216058107330561	365 0.5827799 myRun
11 Q0 31627119230459904	366 0.5826353 myRun
11 Q0 30629752956002304	367 0.5823617 myRun
11 Q0 30566515262619648	368 0.58226335 myRun
11 Q0 34185936199753728	369 0.5820641 myRun
11 Q0 32701313926045696	370 0.58136886 myRun
11 Q0 31284185247256576	371 0.58085966 myRun
11 Q0 35073415006134272	372 0.5805815 myRun
11 Q0 34853834631151616	373 0.5802389 myRun
11 Q0 34165868514648064	374 0.57983 myRun
11 Q0 31953805255901184	375 0.5797374 myRun
11 Q0 32056910660239360	376 0.57878065 myRun
11 Q0 31353939869831168	377 0.57878065 myRun
11 Q0 34173324812623873	378 0.57842773 myRun
11 Q0 30525412970856448	379 0.57835424 myRun
11 Q0 31122212098408449	380 0.5774741 myRun
11 Q0 34184181617532928	381 0.5771009 myRun
11 Q0 32847775263625218	382 0.5765233 myRun
11 Q0 30029859300319235	383 0.5764298 myRun
11 Q0 31474613963726849	384 0.57638204 myRun
11 Q0 32958006131953664	385 0.57620865 myRun
11 Q0 29407937147437056	386 0.5756649 myRun
11 Q0 30947789445795841	387 0.57549417 myRun
11 Q0 31012740847902720	388 0.5754616 myRun
11 Q0 31203220344803329	389 0.57490385 myRun
11 Q0 29527934398111744	390 0.57470757 myRun
11 Q0 33331947887529984	391 0.57470757 myRun
11 Q0 31385227989352448	392 0.5746176 myRun
11 Q0 31425657862881280	393 0.5744039 myRun
11 Q0 30336906378088448	394 0.5741364 myRun
11 Q0 34761639609761793	395 0.57410777 myRun
11 Q0 31008479011414017	396 0.5741 myRun
11 Q0 33318110475976704	397 0.57396734 myRun
11 Q0 33580620160438272	398 0.5736103 myRun
11 Q0 33191644538867712	399 0.5735918 myRun
11 Q0 30853093268652032	400 0.57355404 myRun
11 Q0 32221194124005376	401 0.5735476 myRun
11 Q0 31890053449908225	402 0.5734852 myRun
11 Q0 31381107819679744	403 0.5729405 myRun
11 Q0 35108687051886592	404 0.57283336 myRun
11 Q0 34626302350725120	405 0.5727608 myRun
11 Q0 35057840427114496	406 0.57209265 myRun
11 Q0 29453930769416192	407 0.57209265 myRun
11 Q0 34183548000804865	408 0.5720539 myRun
11 Q0 34184003569467392	409 0.5718805 myRun
11 Q0 34707905735438336	410 0.5716212 myRun
11 Q0 32827500132302848	411 0.5714412 myRun
11 Q0 30205882033766400	412 0.5713248 myRun
11 Q0 31189273931677697	413 0.5711046 myRun
11 Q0 32193442645807105	414 0.5709115 myRun
11 Q0 34990336916848640	415 0.5705763 myRun
11 Q0 34407734904496128	416 0.5705763 myRun
11 Q0 35000974909120512	417 0.57054174 myRun
11 Q0 31087458145804288	418 0.57054174 myRun
11 Q0 34189051632295936	419 0.57051945 myRun
11 Q0 30965300857937920	420 0.57051253 myRun
11 Q0 31250755658719232	421 0.5704762 myRun
11 Q0 31086907450458112	422 0.57036567 myRun
11 Q0 31486585031630848	423 0.5700457 myRun
11 Q0 34240297676316672	424 0.56989455 myRun
11 Q0 34148061512994816	425 0.5698446 myRun
11 Q0 33987370860683265	426 0.56973565 myRun
11 Q0 34851134111748096	427 0.5693619 myRun
11 Q0 34882649491247105	428 0.5693401 myRun
11 Q0 32208014530318337	429 0.56929386 myRun
11 Q0 31391035544309760	430 0.569173 myRun
11 Q0 33495314392424448	431 0.5691174 myRun
11 Q0 33247483039588352	432 0.5691125 myRun
11 Q0 31433719709433856	433 0.56891114 myRun
11 Q0 31146492861353984	434 0.56863827 myRun
11 Q0 34196064223371265	435 0.5684419 myRun
11 Q0 34189140333436928	436 0.5684205 myRun
11 Q0 35059071853797376	437 0.56824976 myRun
11 Q0 29315998268002304	438 0.5678022 myRun
11 Q0 31385085605314561	439 0.5675236 myRun
11 Q0 34184699093979137	440 0.567368 myRun
11 Q0 34418342164955136	441 0.56728053 myRun
11 Q0 33870080316014592	442 0.5668904 myRun
11 Q0 33286683822661635	443 0.56660265 myRun
11 Q0 31474939957612545	444 0.5663887 myRun
11 Q0 32677746245107713	445 0.56631845 myRun
11 Q0 33577539603529728	446 0.5662928 myRun
11 Q0 31079866497503232	447 0.56604123 myRun
11 Q0 34109344127655936	448 0.5660324 myRun
11 Q0 34195273714507776	449 0.56583506 myRun
11 Q0 34625416622776320	450 0.56554246 myRun
11 Q0 32432694965051393	451 0.56495416 myRun
11 Q0 29212866791870464	452 0.56475526 myRun
11 Q0 34596768469491712	453 0.56443655 myRun
11 Q0 31065997720948737	454 0.5642707 myRun
11 Q0 30558973660766208	455 0.5642707 myRun
11 Q0 30979471804731392	456 0.5641475 myRun
11 Q0 35006314602041344	457 0.5639017 myRun
11 Q0 29708998961799169	458 0.5638099 myRun
11 Q0 32204788955357184	459 0.56378376 myRun
11 Q0 34980381321076736	460 0.5637408 myRun
11 Q0 29106882186575872	461 0.5637408 myRun
11 Q0 31357728135843840	462 0.56359684 myRun
11 Q0 30263388303003649	463 0.56355053 myRun
11 Q0 31077766556295168	464 0.5635397 myRun
11 Q0 29097224000507904	465 0.5634903 myRun
11 Q0 31062962647072768	466 0.56329274 myRun
11 Q0 32373826058715138	467 0.5632813 myRun
11 Q0 30735677930872832	468 0.5632682 myRun
11 Q0 31559322047610881	469 0.5630578 myRun
11 Q0 30952121373294593	470 0.56289184 myRun
11 Q0 33164018881396737	471 0.56278557 myRun
11 Q0 30990424944418817	472 0.5626006 myRun
11 Q0 32039222638546945	473 0.5624896 myRun
11 Q0 29885776019853312	474 0.562455 myRun
11 Q0 31147202273353728	475 0.562253 myRun
11 Q0 35000198958678016	476 0.5620446 myRun
11 Q0 34145219729424384	477 0.56190974 myRun
11 Q0 31140934498390016	478 0.56190294 myRun
11 Q0 29763289642696704	479 0.5616027 myRun
11 Q0 32191429161918464	480 0.56136477 myRun
11 Q0 31073638769762304	481 0.56116796 myRun
11 Q0 34347074539495424	482 0.561046 myRun
11 Q0 34475250632769536	483 0.560978 myRun
11 Q0 35042607075819520	484 0.56065834 myRun
11 Q0 32312207010177024	485 0.5605251 myRun
11 Q0 33297285500641280	486 0.56051576 myRun
11 Q0 32846724598865920	487 0.56047595 myRun
11 Q0 32619789968998401	488 0.56034654 myRun
11 Q0 31217059836731392	489 0.56023145 myRun
11 Q0 30333370533675008	490 0.56018996 myRun
11 Q0 30894096545484800	491 0.5601628 myRun
11 Q0 32692060649693184	492 0.5601558 myRun
11 Q0 34191415621722113	493 0.5599676 myRun
11 Q0 30426663745486848	494 0.5599662 myRun
11 Q0 33023912770011136	495 0.55994225 myRun
11 Q0 34617019294814209	496 0.55980647 myRun
11 Q0 34765435509411840	497 0.559584 myRun
11 Q0 31196231199891456	498 0.559584 myRun
11 Q0 34695954263318528	499 0.55945957 myRun
11 Q0 31311293449248768	500 0.55938864 myRun
11 Q0 31488535722721280	501 0.5592023 myRun
11 Q0 30809764669689856	502 0.5588647 myRun
11 Q0 31384762480328704	503 0.55881107 myRun
11 Q0 31829377180237826	504 0.5587553 myRun
11 Q0 31845385886507008	505 0.5586269 myRun
11 Q0 31301306610089985	506 0.55842376 myRun
11 Q0 34704726805192704	507 0.55831563 myRun
11 Q0 29788917251186688	508 0.5582465 myRun
11 Q0 30972963910062080	509 0.5582465 myRun
11 Q0 31481782977167360	510 0.55818796 myRun
11 Q0 31123228814483456	511 0.55795157 myRun
11 Q0 32080604065431552	512 0.5579437 myRun
11 Q0 29418874457817090	513 0.5579437 myRun
11 Q0 31259667816521729	514 0.5576824 myRun
11 Q0 31155358038753280	515 0.5574018 myRun
11 Q0 34951141590568960	516 0.5573075 myRun
11 Q0 31984587735306240	517 0.5572588 myRun
11 Q0 29715975343443968	518 0.5570276 myRun
11 Q0 29687003108876288	519 0.55691963 myRun
11 Q0 29584205776166913	520 0.55679154 myRun
11 Q0 32132894910582784	521 0.5565142 myRun
11 Q0 29743675785355264	522 0.5562929 myRun
11 Q0 35107340264935424	523 0.55619895 myRun
11 Q0 30618672548544512	524 0.55603427 myRun
11 Q0 31057466393362432	525 0.55575746 myRun
11 Q0 31156154063134721	526 0.5556259 myRun
11 Q0 34197123578728448	527 0.55540645 myRun
11 Q0 30983409606066176	528 0.555369 myRun
11 Q0 35013147576246272	529 0.55535764 myRun
11 Q0 31459003686977536	530 0.5552934 myRun
11 Q0 34181814755000320	531 0.5552246 myRun
11 Q0 34547640318296064	532 0.5550135 myRun
11 Q0 34546643390959616	533 0.5550135 myRun
11 Q0 31076492989431808	534 0.5550135 myRun
11 Q0 31075242638057473	535 0.5550135 myRun
11 Q0 31429052204064768	536 0.5549783 myRun
11 Q0 33044519750475776	537 0.5549152 myRun
11 Q0 29217877299040256	538 0.5549151 myRun
11 Q0 34181761223098368	539 0.55490315 myRun
11 Q0 32388471939141632	540 0.55470026 myRun
11 Q0 29222202511466496	541 0.55451846 myRun
11 Q0 28976416049598464	542 0.5544232 myRun
11 Q0 31361104244383744	543 0.5543948 myRun
11 Q0 35079645514829824	544 0.5543114 myRun
11 Q0 30976720018341889	545 0.55413765 myRun
11 Q0 29577869088792576	546 0.5538944 myRun
11 Q0 31463984032907264	547 0.55375123 myRun
11 Q0 31335747361447937	548 0.5536971 myRun
11 Q0 34482589175648257	549 0.55358404 myRun
11 Q0 30597453803683840	550 0.5527935 myRun
11 Q0 31069462140551169	551 0.5527479 myRun
11 Q0 34897505724399616	552 0.55267894 myRun
11 Q0 34896617521811456	553 0.55229795 myRun
11 Q0 34856723634196482	554 0.55229795 myRun
11 Q0 34799969697271808	555 0.55229795 myRun
11 Q0 34633344255795201	556 0.55229795 myRun
11 Q0 34566530091982848	557 0.55229795 myRun
11 Q0 34470434237849601	558 0.55229795 myRun
11 Q0 34455856934289408	559 0.55229795 myRun
11 Q0 34420692430618624	560 0.55229795 myRun
11 Q0 34333386654875648	561 0.55229795 myRun
11 Q0 34295572164902912	562 0.55229795 myRun
11 Q0 34295390555602944	563 0.55229795 myRun
11 Q0 34737409480458240	564 0.552082 myRun
11 Q0 34744308087132160	565 0.5517397 myRun
11 Q0 30105774495633408	566 0.5516918 myRun
11 Q0 31981652691386368	567 0.5516164 myRun
11 Q0 32995392408780800	568 0.55153406 myRun
11 Q0 30502858264674304	569 0.55146945 myRun
11 Q0 29039253409234944	570 0.5513196 myRun
11 Q0 29069178187030528	571 0.5511077 myRun
11 Q0 31055316036624386	572 0.55100465 myRun
11 Q0 31117092413505536	573 0.55086243 myRun
11 Q0 32992563589812224	574 0.55079055 myRun
11 Q0 33245363439669250	575 0.5505167 myRun
11 Q0 33328915611123712	576 0.5503104 myRun
11 Q0 32452795072258048	577 0.5502943 myRun
11 Q0 32803064536629248	578 0.5502943 myRun
11 Q0 30700434930802688	579 0.5501935 myRun
11 Q0 35003168395886592	580 0.5501736 myRun
11 Q0 33312667644989440	581 0.55014163 myRun
11 Q0 31945539805253632	582 0.5499238 myRun
11 Q0 31685872160079872	583 0.54962814 myRun
11 Q0 34623024279982080	584 0.54953223 myRun
11 Q0 29625319182831616	585 0.5491016 myRun
11 Q0 33507347674439680	586 0.54859966 myRun
11 Q0 34152923340611584	587 0.54859966 myRun
11 Q0 30773173859393536	588 0.54854983 myRun
11 Q0 30096601695395841	589 0.54854983 myRun
11 Q0 32121309462790144	590 0.5483265 myRun
11 Q0 31113313756651521	591 0.548221 myRun
11 Q0 30318347975397376	592 0.5481489 myRun
11 Q0 31377413283782657	593 0.54809684 myRun
11 Q0 31376629649379328	594 0.54809684 myRun
11 Q0 31078673406763008	595 0.5478738 myRun
11 Q0 30466454268678144	596 0.5476462 myRun
11 Q0 32133217544835072	597 0.54745567 myRun
11 Q0 32804162139856896	598 0.5474348 myRun
11 Q0 31418633305464832	599 0.54741704 myRun
11 Q0 32192139471360000	600 0.5473558 myRun
11 Q0 32624281007431680	601 0.5471498 myRun
11 Q0 32619115906605057	602 0.5471498 myRun
11 Q0 33060493383966721	603 0.5468836 myRun
11 Q0 32760982610644992	604 0.5468369 myRun
11 Q0 34995746122113024	605 0.5467688 myRun
11 Q0 34965966785880064	606 0.5467159 myRun
11 Q0 31387735499476993	607 0.54670036 myRun
11 Q0 32851178396057600	608 0.54663914 myRun
11 Q0 35039348546080768	609 0.5466014 myRun
11 Q0 33530097801633793	610 0.5461117 myRun
11 Q0 31074461755121665	611 0.5459235 myRun
11 Q0 34980787476627456	612 0.5457317 myRun
11 Q0 30909954219053056	613 0.5457117 myRun
11 Q0 34329741490135040	614 0.54561543 myRun
11 Q0 29402314217357312	615 0.54527533 myRun
11 Q0 31078044177276928	616 0.5451251 myRun
11 Q0 32060873908424704	617 0.5450463 myRun
11 Q0 34801422927142913	618 0.5450392 myRun
11 Q0 30554037510213632	619 0.544996 myRun
11 Q0 33483596194914305	620 0.54499346 myRun
11 Q0 34647918333927424	621 0.5448944 myRun
11 Q0 31222859682553856	622 0.5444598 myRun
11 Q0 31110721337036800	623 0.5443008 myRun
11 Q0 33487060958449664	624 0.54425704 myRun
11 Q0 29348487179014145	625 0.5442072 myRun
11 Q0 34771675715211265	626 0.5441974 myRun
11 Q0 29110690820128768	627 0.5441974 myRun
11 Q0 29405576991612928	628 0.5441974 myRun
11 Q0 30410322544164864	629 0.54388434 myRun
11 Q0 34722442345709568	630 0.54387796 myRun
11 Q0 34622763004071936	631 0.5437903 myRun
11 Q0 34916112755855360	632 0.5436238 myRun
11 Q0 31956892628549633	633 0.54338485 myRun
11 Q0 31389827089825793	634 0.5432211 myRun
11 Q0 31140957386702849	635 0.543216 myRun
11 Q0 33469248672108544	636 0.54314256 myRun
11 Q0 34924511312883713	637 0.5430068 myRun
11 Q0 31474415015305216	638 0.54289895 myRun
11 Q0 30199593031434240	639 0.5428806 myRun
11 Q0 32566553534791680	640 0.5426868 myRun
11 Q0 35086601377816576	641 0.5426597 myRun
11 Q0 30046279341969408	642 0.5426379 myRun
11 Q0 35047026336993280	643 0.54260206 myRun
11 Q0 35042584283844608	644 0.54257697 myRun
11 Q0 35002071413428224	645 0.5425651 myRun
11 Q0 34817663737790464	646 0.54254586 myRun
11 Q0 33272578709794816	647 0.5424962 myRun
11 Q0 31055699576356864	648 0.54227126 myRun
11 Q0 32879780030324736	649 0.54216313 myRun
11 Q0 34183985772896256	650 0.5420571 myRun
11 Q0 32850423433928706	651 0.5417732 myRun
11 Q0 35047780284112897	652 0.5412602 myRun
11 Q0 34171380924678144	653 0.54119503 myRun
11 Q0 33845063024902144	654 0.5411767 myRun
11 Q0 33398076542558208	655 0.54107034 myRun
11 Q0 35013007327109120	656 0.540972 myRun
11 Q0 30769089144160256	657 0.5406655 myRun
11 Q0 32814624751489024	658 0.5405599 myRun
11 Q0 32580633721053184	659 0.5404698 myRun
11 Q0 34877039056125952	660 0.54044294 myRun
11 Q0 35107486600134656	661 0.54039556 myRun
11 Q0 34650513899266049	662 0.5403839 myRun
11 Q0 31111274951606272	663 0.54026616 myRun
11 Q0 32845154788315136	664 0.5402496 myRun
11 Q0 29575897287761920	665 0.5401987 myRun
11 Q0 30043651056865280	666 0.54007715 myRun
11 Q0 34759762457395201	667 0.5397967 myRun
11 Q0 34696531139371008	668 0.53958404 myRun
11 Q0 32742182213394432	669 0.53958404 myRun
11 Q0 29546531031875584	670 0.53953063 myRun
11 Q0 34843030611558400	671 0.5393613 myRun
11 Q0 30377679735754753	672 0.53925896 myRun
11 Q0 31178885412429825	673 0.5392113 myRun
11 Q0 31088058791100416	674 0.5391917 myRun
11 Q0 35000851495915520	675 0.5391608 myRun
11 Q0 29999686593019904	676 0.5391608 myRun
11 Q0 28965329061289984	677 0.53911597 myRun
11 Q0 31371649848709121	678 0.53898835 myRun
11 Q0 29363216731611136	679 0.5389881 myRun
11 Q0 30439494528278528	680 0.5388844 myRun
11 Q0 33032936143986690	681 0.5385908 myRun
11 Q0 32233282762448896	682 0.53850454 myRun
11 Q0 30049475154157568	683 0.5384642 myRun
11 Q0 31134024864890881	684 0.53844094 myRun
11 Q0 35001000498561024	685 0.5383683 myRun
11 Q0 31271913850408960	686 0.5383683 myRun
11 Q0 30571837486268416	687 0.5383456 myRun
11 Q0 31225212070535168	688 0.5383239 myRun
11 Q0 31212703582257152	689 0.5382965 myRun
11 Q0 29967906330640384	690 0.53817344 myRun
11 Q0 29861734747471872	691 0.53815705 myRun
11 Q0 30236969338408960	692 0.53807867 myRun
11 Q0 33538196642078720	693 0.5380683 myRun
11 Q0 34701842579460096	694 0.53798735 myRun
11 Q0 31102232543895552	695 0.5379797 myRun
11 Q0 30633744511533057	696 0.5379184 myRun
11 Q0 34638344973451264	697 0.5378026 myRun
11 Q0 31316388341616640	698 0.5377783 myRun
11 Q0 32851274282049536	699 0.5377214 myRun
11 Q0 35042513228279808	700 0.53758836 myRun
11 Q0 34721928321314816	701 0.53739476 myRun
11 Q0 33536821996556288	702 0.53726786 myRun
11 Q0 35107314113454080	703 0.5371774 myRun
11 Q0 34192105198854145	704 0.53705 myRun
11 Q0 29200684804997120	705 0.53704447 myRun
11 Q0 30993076281413632	706 0.53692204 myRun
11 Q0 31110177306451969	707 0.53692013 myRun
11 Q0 34072686401429505	708 0.53688323 myRun
11 Q0 30350629884923904	709 0.5368608 myRun
11 Q0 31376532815482880	710 0.536572 myRun
11 Q0 31237562655842304	711 0.5365498 myRun
11 Q0 31310967233052672	712 0.5363855 myRun
11 Q0 31790001649876992	713 0.53621 myRun
11 Q0 34580110396891136	714 0.5361394 myRun
11 Q0 29426336766365696	715 0.5361327 myRun
11 Q0 33316184879411200	716 0.5358826 myRun
11 Q0 34404504241709056	717 0.5356146 myRun
11 Q0 35003088599257088	718 0.53542006 myRun
11 Q0 31493914284269568	719 0.5354092 myRun
11 Q0 31049016833736705	720 0.535379 myRun
11 Q0 31727382415020032	721 0.53530693 myRun
11 Q0 31921393528475648	722 0.53530383 myRun
11 Q0 35021645265502209	723 0.53529704 myRun
11 Q0 31205601321160704	724 0.5352742 myRun
11 Q0 33308829399650304	725 0.5351508 myRun
11 Q0 29148548893253633	726 0.53512573 myRun
11 Q0 34679055689195520	727 0.53511596 myRun
11 Q0 31529587175329793	728 0.53494114 myRun
11 Q0 32617341409820672	729 0.53488356 myRun
11 Q0 34174940605321216	730 0.5345161 myRun
11 Q0 30197182858530816	731 0.5344683 myRun
11 Q0 32807530035937280	732 0.5344381 myRun
11 Q0 34076491243466752	733 0.5342244 myRun
11 Q0 31992340205797376	734 0.5341821 myRun
11 Q0 32247814796869632	735 0.5341537 myRun
11 Q0 30621207644610560	736 0.5340294 myRun
11 Q0 35086465859850240	737 0.5340294 myRun
11 Q0 32399363506438144	738 0.534016 myRun
11 Q0 34751370623979520	739 0.53398067 myRun
11 Q0 34743159074324482	740 0.53398067 myRun
11 Q0 34614411511463936	741 0.53398067 myRun
11 Q0 34598533730410496	742 0.53398067 myRun
11 Q0 31159466858643456	743 0.533679 myRun
11 Q0 33463366454353920	744 0.53358877 myRun
11 Q0 34514609985556480	745 0.5334542 myRun
11 Q0 34182614742990848	746 0.5333373 myRun
11 Q0 30037143640342528	747 0.533327 myRun
11 Q0 29900581036363777	748 0.53327304 myRun
11 Q0 32579800166043648	749 0.53304255 myRun
11 Q0 31355051209396224	750 0.53304255 myRun
11 Q0 32082861922197504	751 0.53297377 myRun
11 Q0 30227202310148096	752 0.5328915 myRun
11 Q0 31117800386854912	753 0.5327431 myRun
11 Q0 34359001294569472	754 0.53233814 myRun
